*	* unknown
786043.40	-649603.88
786046.78	-649588.65
786057.53	-649576.46
786059.56	-649568.36
786063.92	-649563.87
786073.71	-649568.42
786087.64	-649553.78
786089.64	-649543.89
786114.42	-649523.95
786118.40	-649521.43
786209.09	-649463.99
786218.53	-649463.59
786225.02	-649463.30
786252.59	-649478.05
786271.46	-649481.85
786271.70	-649481.89
786290.99	-649479.63
786311.39	-649470.79
786394.46	-649409.49
786418.85	-649382.84
786433.19	-649314.38
786442.22	-649304.90
786464.45	-649296.69
786469.19	-649289.58
786476.99	-649260.93
786486.35	-649196.80
786497.56	-649157.02
786500.40	-649119.65
786526.73	-649067.24
786532.81	-649062.05
786575.64	-649047.86
786628.40	-649009.57
786643.53	-649002.51
786657.88	-648997.62
786746.23	-648991.16
786834.03	-648973.17
786871.02	-648961.13
786894.63	-648949.68
786926.92	-648915.13
786971.08	-648881.19
787048.14	-648840.20
787073.60	-648837.06
787164.96	-648840.69
787190.92	-648837.19
787206.83	-648830.02
787265.89	-648787.20
787300.90	-648777.39
787367.26	-648780.89
787425.31	-648770.63
787513.10	-648784.00
787552.47	-648775.32
787580.04	-648761.86
787603.77	-648745.25
787618.37	-648715.83
787628.84	-648707.62
787644.66	-648700.42
787683.38	-648702.76
787692.12	-648700.42
787701.21	-648692.75
787707.80	-648680.37
787710.05	-648668.67
787698.69	-648638.66
787708.04	-648612.23
787709.68	-648597.65
787709.09	-648587.81
787697.42	-648566.34
787695.88	-648558.62
787697.45	-648552.36
787702.85	-648540.24
787727.37	-648517.93
787769.28	-648447.12
787792.46	-648421.82
787802.10	-648415.94
787833.29	-648411.02
787890.43	-648418.41
787929.31	-648415.11
787942.23	-648411.37
787959.92	-648394.17
787973.37	-648386.93
788046.69	-648378.00
788109.04	-648364.06
788120.78	-648363.41
788196.35	-648382.02
788216.85	-648390.68
788233.10	-648401.94
788321.91	-648483.25
788359.76	-648513.69
788393.37	-648538.81
788406.53	-648546.52
788434.00	-648561.03
788450.02	-648567.25
788471.39	-648568.33
788495.11	-648567.85
788534.13	-648573.15
788618.25	-648603.11
788650.40	-648601.36
788681.89	-648608.54
788794.64	-648664.10
788840.25	-648672.09
788862.08	-648691.38
788892.63	-648738.38
788905.87	-648749.70
788931.21	-648763.85
788962.36	-648774.06
788997.61	-648776.91
789042.57	-648767.64
789057.00	-648771.65
789092.62	-648796.91
789115.47	-648820.63
789125.72	-648836.62
789158.61	-648883.91
789171.10	-648893.43
789174.21	-648894.33
789214.65	-648901.44
789234.52	-648916.46
789248.38	-648949.73
789315.64	-649012.13
789343.73	-649026.50
789366.09	-649023.89
789391.59	-649034.20
789444.65	-649078.95
789478.68	-649097.14
789489.04	-649128.38
789495.84	-649138.41
789512.15	-649149.33
789551.57	-649155.62
789555.03	-649156.60
789566.65	-649162.02
789575.89	-649171.65
789588.68	-649196.12
789600.39	-649207.36
789677.74	-649260.34
789682.46	-649269.44
789678.62	-649284.74
789679.92	-649294.04
789690.42	-649304.82
789755.22	-649345.83
789788.44	-649357.25
789793.90	-649363.63
789793.55	-649378.08
789800.26	-649390.34
789817.58	-649401.04
789867.58	-649443.14
789891.49	-649455.85
789920.10	-649477.84
789951.02	-649526.73
789961.66	-649592.93
789967.15	-649612.30
789979.46	-649631.59
789994.96	-649643.37
790085.11	-649739.24
790109.72	-649755.23
790128.92	-649758.68
790140.22	-649769.97
790162.79	-649802.15
790213.48	-649847.51
790250.48	-649857.46
790307.95	-649899.33
790328.62	-649925.75
790331.08	-649934.12
790330.73	-649948.58
790328.30	-649953.20
790336.50	-649969.26
790370.38	-649970.96
790398.64	-649984.81
790445.58	-650035.09
790487.46	-650035.77
790500.50	-650039.16
790510.82	-650052.12
790514.38	-650069.08
790524.33	-650077.23
790607.71	-650112.23
790618.95	-650129.70
790617.85	-650137.46
790605.82	-650151.66
790611.58	-650172.34
790633.91	-650184.03
790657.81	-650172.40
790674.54	-650176.76
790693.58	-650198.91
790702.49	-650222.24
790741.65	-650239.13
790759.22	-650256.65
790777.93	-650268.01
790814.01	-650272.70
790827.80	-650284.10
790840.70	-650300.65
790856.62	-650308.14
790874.28	-650309.83
790894.30	-650323.14
790906.59	-650354.93
790915.65	-650367.34
790932.73	-650375.58
790967.54	-650369.67
790975.56	-650374.88
791001.27	-650412.18
791008.24	-650430.98
791021.94	-650451.29
791045.59	-650462.59
791056.58	-650471.54
791109.07	-650514.29
791129.61	-650531.01
791142.99	-650547.45
791160.26	-650596.19
791200.62	-650686.10
791194.66	-650725.44
791203.29	-650756.74
791249.05	-650844.17
791264.32	-650860.21
791369.57	-650939.94
791396.40	-650963.90
791451.54	-651030.36
791462.58	-651049.77
791505.92	-651074.66
791540.13	-651099.14
791591.21	-651144.15
791633.98	-651145.45
791651.32	-651152.64
791697.13	-651204.53
791770.73	-651308.22
791778.68	-651325.37
791780.65	-651352.40
791783.66	-651361.44
791797.39	-651370.36
791815.86	-651371.27
791830.59	-651377.29
791833.29	-651387.48
791830.83	-651410.99
791831.98	-651415.41
791842.16	-651424.68
791882.89	-651430.35
791900.69	-651436.79
791913.04	-651454.16
791922.45	-651473.00
791929.02	-651486.17
791949.26	-651512.97
791993.38	-651554.85
792068.20	-651592.13
792094.30	-651611.64
792106.50	-651638.44
792109.66	-651669.44
792106.45	-651694.62
792113.95	-651716.12
792147.72	-651735.41
792180.51	-651752.26
792216.69	-651768.43
792235.80	-651770.43
792286.35	-651767.21
792331.80	-651757.07
792366.29	-651754.90
792378.38	-651759.48
792389.54	-651769.03
792406.13	-651817.16
792427.07	-651827.49
792502.28	-651835.22
792512.44	-651836.27
792531.50	-651830.63
792559.54	-651800.03
792576.62	-651788.85
792610.94	-651799.03
792634.65	-651813.59
792683.70	-651811.69
792838.86	-651780.35
792863.46	-651769.45
792882.90	-651769.52
792915.00	-651757.34
792951.49	-651737.49
792963.43	-651707.40
793033.74	-651581.63
793055.47	-651556.40
793074.88	-651545.66
793099.59	-651540.41
793137.65	-651539.83
793164.50	-651531.22
793190.14	-651531.60
793209.00	-651535.01
793234.23	-651550.27
793281.84	-651557.74
793333.70	-651531.59
793439.44	-651531.86
793489.33	-651543.87
793507.48	-651548.57
793562.71	-651540.96
793623.74	-651544.61
793699.58	-651561.79
793744.64	-651578.30
793789.97	-651599.67
793819.13	-651621.66
793836.58	-651649.39
793844.34	-651671.12
793858.20	-651694.99
793886.63	-651715.75
793907.08	-651764.10
793927.50	-651788.42
793951.22	-651802.98
794025.74	-651819.28
794084.54	-651849.11
794109.95	-651850.33
794148.83	-651846.57
794159.80	-651849.21
794172.07	-651857.93
794176.97	-651868.21
794178.51	-651879.67
794174.48	-651909.70
794174.60	-651940.05
794180.97	-651957.26
794200.91	-651974.32
794227.19	-651984.27
794264.78	-651992.70
794306.99	-652011.11
794314.81	-652018.06
794329.28	-652043.64
794339.80	-652085.22
794336.94	-652141.04
794343.14	-652158.82
794347.27	-652170.66
794357.90	-652180.17
794382.36	-652193.63
794390.81	-652198.27
794455.34	-652223.40
794478.81	-652232.58
794490.74	-652243.10
794495.85	-652253.29
794496.92	-652267.50
794488.48	-652315.07
794489.18	-652322.62
794503.30	-652354.95
794500.14	-652380.55
794488.31	-652427.57
794523.35	-652451.29
794597.30	-652481.78
794673.35	-652526.17
794679.71	-652527.37
794720.47	-652539.30
794805.13	-652545.99
794836.87	-652569.38
794877.14	-652587.59
794884.64	-652597.30
794907.92	-652610.34
794952.24	-652626.03
795024.76	-652664.16
795058.61	-652675.80
795075.95	-652676.71
795145.98	-652661.81
795164.52	-652662.48
795185.91	-652672.57
795233.23	-652703.52
795309.35	-652740.81
795362.85	-652783.30
795459.40	-652827.57
795475.35	-652842.09
795481.48	-652857.77
795482.90	-652872.32
795478.60	-652902.08
795482.12	-652925.24
795509.29	-652966.73
795514.89	-653046.54
795529.20	-653101.83
795529.73	-653122.58
795527.50	-653133.72
795532.35	-653161.67
795563.82	-653205.00
795565.88	-653212.98
795564.52	-653221.84
795547.46	-653248.07
795538.85	-653265.66
795538.50	-653282.84
795546.37	-653293.39
795550.37	-653298.74
795583.80	-653316.85
795593.28	-653327.81
795606.55	-653351.42
795621.61	-653414.79
795625.62	-653423.40
795653.84	-653448.31
795663.41	-653462.53
795683.53	-653509.78
795702.53	-653527.32
795716.29	-653533.86
795747.19	-653535.45
795789.16	-653530.89
795803.34	-653534.61
795815.93	-653548.53
795840.90	-653595.38
795852.56	-653605.75
795868.72	-653614.44
795927.55	-653641.23
795934.99	-653651.49
795951.47	-653701.16
795983.64	-653731.60
795987.21	-653748.77
795988.30	-653801.30
796001.33	-653823.78
796022.11	-653832.45
796067.33	-653839.89
796124.31	-653882.64
796166.49	-653890.65
796171.56	-653896.10
796176.30	-653957.49
796183.79	-653970.80
796199.48	-653998.61
796233.76	-654022.67
796259.57	-654070.31
796277.96	-654085.12
796295.61	-654094.42
796330.51	-654100.94
796354.49	-654111.19
796372.45	-654135.33
796388.15	-654172.19
796422.75	-654230.15
796434.09	-654243.57
796450.26	-654256.14
796459.09	-654262.32
796501.97	-654283.69
796534.33	-654308.74
796547.56	-654330.54
796574.64	-654352.07
796601.81	-654363.59
796623.76	-654384.48
796661.22	-654445.23
796680.99	-654465.25
796687.18	-654471.52
796750.15	-654498.53
796782.49	-654524.01
796798.01	-654541.52
796813.88	-654559.41
796818.71	-654594.62
796822.60	-654629.47
796834.41	-654660.93
796849.62	-654682.93
796891.17	-654713.29
796957.08	-654744.82
797020.74	-654794.13
797037.48	-654819.35
797042.21	-654854.53
797049.70	-654898.79
797071.12	-654932.31
797093.39	-654946.63
797116.24	-654955.62
797136.07	-654956.14
797152.83	-654959.65
797171.08	-654972.44
797212.41	-655025.52
797243.28	-655054.25
797282.64	-655080.44
797300.07	-655095.34
797334.83	-655164.19
797351.58	-655180.08
797364.44	-655187.56
797384.10	-655189.21
797438.13	-655177.37
797465.05	-655180.83
797482.46	-655188.99
797494.34	-655202.17
797526.53	-655242.85
797543.97	-655264.88
797568.87	-655272.41
797597.96	-655271.24
797646.52	-655254.63
797667.74	-655247.56
797685.19	-655248.73
797693.97	-655253.52
797756.20	-655281.34
797773.59	-655285.92
797795.34	-655292.15
797821.60	-655293.01
797864.29	-655288.74
797877.40	-655290.98
797882.89	-655295.56
797909.98	-655311.39
797929.17	-655324.12
797950.78	-655326.78
797981.78	-655323.05
798002.93	-655327.43
798012.95	-655337.90
798022.75	-655360.20
798027.61	-655404.00
798032.39	-655424.16
798044.27	-655437.15
798067.01	-655449.50
798086.55	-655452.27
798104.72	-655450.49
798127.07	-655447.22
798144.50	-655446.00
798165.74	-655448.86
798186.64	-655458.69
798213.68	-655477.44
798225.58	-655483.24
798243.46	-655485.12
798259.33	-655488.02
798276.46	-655497.04
798312.40	-655524.87
798332.55	-655537.38
798367.19	-655553.36
798421.68	-655573.80
798435.46	-655578.95
798458.27	-655590.47
798465.92	-655596.71
798481.06	-655610.07
798541.39	-655663.19
798564.50	-655678.06
798584.66	-655688.37
798597.77	-655699.41
798612.75	-655719.10
798652.94	-655750.05
798686.60	-655768.55
798718.48	-655781.41
798764.03	-655795.24
798821.56	-655801.25
798912.00	-655809.19
798945.73	-655821.54
798998.06	-655853.39
799025.57	-655860.26
799044.08	-655864.15
799092.61	-655891.63
799173.79	-655942.35
799199.27	-655960.39
799369.81	-656070.70
799434.88	-656107.26
799459.65	-656124.34
799529.15	-656191.14
799590.57	-656213.31
799794.37	-656257.53
799884.40	-656294.85
799901.99	-656304.94
799958.41	-656360.66
799975.05	-656381.99
799986.97	-656427.08
799993.18	-656442.66
800007.35	-656460.51
800102.51	-656527.39
800131.33	-656546.15
800252.47	-656583.67
800279.95	-656595.98
800308.11	-656615.42
800335.32	-656644.84
800385.97	-656711.47
800403.72	-656729.90
800430.83	-656750.97
800469.73	-656770.35
800537.70	-656794.44
800674.38	-656830.30
800703.21	-656840.68
800716.97	-656849.31
800771.76	-656911.15
800791.26	-656931.87
800847.28	-656975.84
800859.23	-656988.67
800906.58	-657064.11
800961.02	-657119.03
801028.96	-657241.24
801038.64	-657252.58
801049.26	-657261.78
801070.60	-657271.50
801113.63	-657284.68
801130.25	-657298.47
801217.71	-657431.45
801233.09	-657450.14
801302.82	-657492.29
801341.33	-657548.97
801347.41	-657554.18
801371.16	-657563.49
801418.51	-657568.49
801437.70	-657580.12
801445.81	-657597.13
801447.19	-657620.48
801462.67	-657658.80
801517.83	-657727.52
801685.07	-657841.20
801721.29	-657866.17
801757.92	-657901.14
801767.32	-657915.01
801768.32	-657917.68
801784.62	-657961.07
801788.62	-657985.58
801808.94	-658058.65
801817.36	-658081.04
801828.31	-658097.42
801855.65	-658123.12
801876.09	-658137.38
801898.88	-658144.71
801972.82	-658152.35
801995.19	-658158.61
802052.65	-658199.56
802150.58	-658280.36
802197.57	-658348.33
802254.86	-658450.45
802294.13	-658535.28
802317.53	-658557.17
802331.07	-658568.04
802423.38	-658633.43
802479.20	-658680.22
802540.48	-658745.46
802604.34	-658775.67
802737.98	-658843.04
802880.89	-658964.88
802968.95	-659038.15
803051.61	-659085.18
803163.27	-659136.34
803204.93	-659215.50
803219.50	-659314.10
803227.90	-659347.93
803240.89	-659368.24
803285.14	-659398.56
803326.70	-659417.59
803364.99	-659429.90
803451.75	-659438.25
803475.63	-659453.60
803480.50	-659459.81
803516.53	-659510.50
803534.89	-659544.76
803571.22	-659573.75
803611.94	-659590.85
803688.60	-659607.70
803786.60	-659592.11
803809.03	-659594.59
803903.32	-659630.10
803956.29	-659644.86
804010.58	-659644.73
804036.60	-659633.07
804051.20	-659619.64
804059.71	-659591.20
804067.40	-659545.41
804083.82	-659483.71
804100.68	-659456.45
804126.19	-659439.67
804191.62	-659415.39
804221.91	-659415.00
804271.74	-659435.69
804280.83	-659433.26
804317.63	-659385.03
804342.40	-659376.66
804527.79	-659411.22
804582.14	-659407.16
804610.56	-659411.19
804639.83	-659425.79
804658.72	-659449.63
804686.28	-659511.80
804721.89	-659530.85
804807.51	-659532.24
804857.89	-659537.28
804895.51	-659561.45
804913.36	-659600.35
804938.83	-659625.00
804958.16	-659627.78
804996.77	-659623.77
805050.04	-659629.22
805077.47	-659615.19
805087.96	-659609.83
805101.48	-659606.17
805125.69	-659606.43
805157.64	-659620.81
805231.45	-659671.41
805271.45	-659690.35
805408.36	-659678.90
805458.92	-659668.82
805470.10	-659669.34
805499.90	-659669.10
805522.40	-659676.33
805542.17	-659672.00
805551.34	-659660.70
805569.70	-659626.79
805593.06	-659597.36
805621.57	-659578.16
805633.94	-659575.33
805653.25	-659587.72
805736.49	-659607.41
805802.93	-659648.83
805851.71	-659670.31
805870.23	-659670.78
805917.31	-659660.50
805955.93	-659666.33
805980.44	-659678.46
806031.00	-659734.93
806057.77	-659743.31
806070.04	-659755.21
806082.45	-659788.60
806106.65	-659832.12
806113.56	-659839.92
806149.64	-659867.09
806186.38	-659905.32
806240.14	-659947.11
806310.87	-660017.60
806379.78	-660045.65
806468.09	-660074.50
806502.41	-660089.86
806537.11	-660106.78
806582.53	-660146.19
806601.88	-660134.04
806623.50	-660097.40
806633.45	-660090.28
806659.98	-660086.57
806675.44	-660090.94
806684.27	-660096.35
806713.54	-660138.48
806738.16	-660167.63
806745.08	-660171.20
806778.49	-660188.43
806809.57	-660214.25
806830.41	-660224.05
806862.85	-660231.24
806979.69	-660275.95
806996.00	-660290.54
807006.19	-660309.12
807039.31	-660337.24
807055.45	-660339.70
807081.58	-660335.16
807174.35	-660354.99
807251.81	-660329.08
807340.09	-660319.62
807374.10	-660308.18
807394.57	-660309.73
807478.88	-660333.78
807494.10	-660356.24
807501.01	-660416.29
807508.46	-660436.59
807532.09	-660470.82
807550.31	-660489.50
807576.62	-660539.49
807581.26	-660557.98
807581.10	-660571.90
807565.69	-660589.21
807567.75	-660600.48
807576.45	-660608.69
807606.88	-660617.84
807621.21	-660608.52
807638.15	-660573.98
807658.21	-660549.18
807670.11	-660548.04
807680.14	-660555.98
807687.88	-660551.54
807693.17	-660538.95
807688.23	-660527.14
807679.92	-660519.19
807680.51	-660507.24
807694.82	-660496.20
807707.36	-660493.17
807715.45	-660500.13
807721.20	-660522.19
807718.89	-660534.15
807725.38	-660541.81
807739.21	-660544.76
807756.44	-660568.53
807772.92	-660580.65
807780.60	-660592.22
807795.28	-660599.17
807824.88	-660596.33
807829.45	-660604.73
807827.55	-660616.95
807831.19	-660630.77
807839.08	-660638.47
807860.38	-660642.26
807869.43	-660661.88
807859.12	-660688.41
807860.25	-660698.59
807866.89	-660706.91
807877.28	-660701.91
807903.46	-660671.65
807920.24	-660665.63
807931.50	-660671.22
807942.81	-660685.14
807977.01	-660706.48
808004.01	-660729.41
808007.01	-660740.24
808005.24	-660762.87
808012.33	-660774.90
808024.61	-660782.01
808041.04	-660785.80
808058.53	-660778.24
808075.30	-660777.10
808094.99	-660779.84
808119.82	-660788.79
808133.93	-660788.21
808160.26	-660744.01
808238.61	-660699.50
808261.08	-660690.87
808276.90	-660693.40
808289.61	-660702.50
808291.55	-660739.27
808328.29	-660797.46
808333.78	-660815.05
808327.44	-660824.40
808311.29	-660826.81
808297.50	-660837.05
808294.97	-660848.01
808311.52	-660865.33
808332.97	-660895.85
808346.66	-660903.01
808358.18	-660917.93
808389.31	-660935.27
808397.79	-660947.35
808406.82	-660965.23
808398.12	-660987.94
808420.70	-660997.71
808422.71	-661008.76
808415.73	-661019.97
808405.26	-661024.65
808394.68	-661035.24
808398.64	-661052.13
808410.20	-661071.27
808420.75	-661077.64
808433.40	-661076.68
808446.89	-661069.98
808463.94	-661075.01
808492.26	-661136.05
808514.10	-661140.77
808519.43	-661151.10
808556.68	-661172.69
808581.66	-661177.44
808616.19	-661194.40
808662.53	-661198.39
808745.47	-661183.47
808761.31	-661187.73
808771.76	-661202.53
808785.52	-661210.02
808792.60	-661222.06
808789.29	-661239.10
808795.74	-661253.02
808862.25	-661291.29
808863.64	-661305.94
808885.79	-661328.32
808906.18	-661370.19
808914.62	-661380.68
808923.58	-661387.56
808936.44	-661389.82
808991.50	-661389.16
809015.97	-661390.72
809048.52	-661396.45
809138.32	-661415.11
809182.90	-661407.78
809209.85	-661403.36
809230.62	-661408.11
809258.58	-661421.79
809263.48	-661434.99
809261.86	-661453.41
809246.50	-661480.68
809250.86	-661488.09
809280.49	-661472.38
809287.33	-661475.09
809301.38	-661490.50
809317.01	-661498.64
809389.07	-661517.31
809405.51	-661526.32
809417.43	-661541.14
809421.36	-661550.78
809414.85	-661558.37
809405.34	-661559.36
809376.26	-661546.81
809370.52	-661555.68
809365.79	-661570.94
809355.98	-661635.59
809358.30	-661649.69
809373.21	-661659.37
809396.95	-661666.46
809399.54	-661680.15
809410.01	-661686.96
809424.42	-661687.70
809485.66	-661675.32
809531.94	-661688.72
809570.07	-661675.37
809585.11	-661664.51
809599.26	-661660.80
809635.51	-661677.72
809660.20	-661700.61
809703.21	-661729.65
809754.65	-661750.99
809767.45	-661758.91
809792.92	-661774.09
809820.54	-661771.67
809867.12	-661748.90
809881.21	-661745.16
809894.68	-661746.46
